Loop,Time,r0-A,r1-A,r2-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r2-E,r0-Hp,r1-Hp,r2-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,r2-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r2-n,r0-nO2,r1-nO2,r2-nO2,r0-qIgn,r1-qIgn,r2-qIgn,p0-rho,p1-rho,
45,12091.5530,3.48e+12,9.89e+13,1.38e+13,1.0,0.0,1613.5207911774744,2153.6151483200374,0.09199194302566982,0.5596375289029041,2.20e+05,1.50e+05,2.21e+05,219280.15666130677,468761.64721374563,799125.2092930168,21608.311545013574,100000000.0,1.8245046180537058e-05,0.4893472004344042,0.4359632974826071,0.47445797798434564,0.7025398722517712,0.94,0.47833638478040275,0.12990229588601876,5.8387384577127016e-05,0.00034704312337811735,1.9515636500157316,2.156277845220701,7.086897390662857,0.0,0.0,0.0,20.241099211217247,19.984141658041313,20.388586121694665,1683.0,1235.0,
46,12348.5720,3.46e+12,1.01e+14,1.35e+13,1.0,0.0,1613.0416554750827,2180.3944262275663,0.0919676747872126,0.5573449159673771,2.18e+05,1.50e+05,2.15e+05,218194.45425076655,466664.22641757433,795339.6733674405,21578.644693142967,100000000.0,1.761662261155399e-05,0.4939812279516732,0.43568377200113684,0.4715975691538555,0.7047479749381584,0.94,0.47835979927768646,0.12910581528006448,5.972243347995774e-05,0.0003548626935939896,1.9434113658745624,2.1674794096237093,7.020142404641583,0.0,0.0,0.0,20.18454377469706,20.03713248292636,20.39014176271421,1683.0,1235.0,
47,12568.9840,3.52e+12,9.98e+13,1.39e+13,1.0,0.0,1651.4413530234947,2248.006159391366,0.09192952937951314,0.555919382459412,2.12e+05,1.50e+05,2.15e+05,219609.5335834998,460722.16697792045,795374.545000649,21764.470352175773,100000000.0,1.473729251897115e-05,0.4957128926628248,0.43571275905062545,0.47252788495290465,0.7093253358554377,0.94,0.4655760252820106,0.12783424170118599,5.963987773066403e-05,0.00033765784508750464,1.9624905201299678,2.135037826973693,7.12311033897665,0.0,0.0,0.0,20.278086809189983,20.054334748184118,20.41551313696536,1683.0,1235.0,
48,12767.6750,3.44e+12,9.77e+13,1.43e+13,1.0,0.0,1711.2662832092665,2313.77378043267,0.09238743603148306,0.5385792011015946,2.13e+05,1.48e+05,2.22e+05,213924.48311442847,454506.89279448095,787198.9340443872,21503.327578094588,100000000.0,1.173402760115144e-05,0.48500671751653374,0.4356962092786628,0.4729200339900793,0.7034874453441392,0.94,0.46796672204882983,0.11872340812849214,5.7519153998068234e-05,0.00031354720821496465,1.9686895849879136,2.1328978647220405,6.960784813561776,0.0,0.0,0.0,20.387106198721504,19.949789665243436,20.183895552672112,1683.0,1235.0,
49,12995.2910,3.45e+12,9.78e+13,1.46e+13,1.0,0.0,1708.1136875894676,2314.422238720538,0.089026075359784,0.5402591355090414,2.18e+05,1.48e+05,2.31e+05,217450.797593761,451831.6827988256,782122.5800728179,21648.47064970433,100000000.0,1.0328289447966323e-05,0.48866269353659475,0.43599646859676144,0.49068076263109417,0.7032579343566707,0.94,0.4602922968957607,0.11593986750988747,5.648874320182598e-05,0.0003129287001528622,1.9610998709434004,2.055173156200854,7.141547598430194,0.0,0.0,0.0,20.537668604325916,20.029871188636516,20.323173862675464,1683.0,1235.0,
50,13221.5880,3.45e+12,1.00e+14,1.48e+13,1.0,0.0,1739.1680647328953,2388.2191295236107,0.09045083477604171,0.5352046766715406,2.20e+05,1.48e+05,2.38e+05,219424.619610767,448058.6376442657,790759.4886234198,21649.48624170927,100000000.0,9.00527396564863e-06,0.4911180538154035,0.43583644292031476,0.4926707057539069,0.709236535828091,0.94,0.461681264927871,0.11473003719002337,5.729766822107982e-05,0.00030356735570310903,1.978749922416851,2.0321841423653586,7.037652555662998,0.0,0.0,0.0,20.448552132832056,20.07028832329005,20.235727377371603,1683.0,1235.0,
51,13452.7830,3.40e+12,9.94e+13,1.49e+13,1.0,0.0,1780.4527580554695,2451.9679416229214,0.08970441017978366,0.5413759184283963,2.24e+05,1.48e+05,2.41e+05,221146.091501119,439721.06210551225,786151.652959659,21755.528328398297,100000000.0,6.945221774466858e-06,0.495258262804265,0.43606196308176565,0.49813767437990863,0.7077591983603595,0.94,0.4560618260627995,0.1127008944567052,5.651398584738035e-05,0.0002803100017621829,1.9569122493586213,1.967931571918955,7.06519744839985,0.0,0.0,0.0,20.55265474552113,20.019220474234732,20.20982521032931,1683.0,1235.0,
52,13696.8260,3.40e+12,9.88e+13,1.52e+13,1.0,0.0,1797.8721074425625,2463.655715250945,0.08860610022482598,0.5319227174559,2.25e+05,1.48e+05,2.46e+05,218540.07293672801,435669.4238580485,782402.6370676138,21657.555582966328,100000000.0,6.380400302624947e-06,0.49358446718382665,0.435967343951148,0.49795448400880293,0.7085426496849423,0.94,0.45219586845394677,0.10868720505742252,5.5376699093347176e-05,0.0002767929273350233,1.9619569835601425,1.9484902458941256,7.042702446003051,0.0,0.0,0.0,20.611565561181592,19.994127128046827,20.158010916892295,1683.0,1235.0,
53,13938.9970,3.39e+12,9.93e+13,1.54e+13,1.0,0.0,1801.5208799532284,2489.959483077644,0.08872799835772988,0.5260919114403437,2.21e+05,1.47e+05,2.45e+05,219480.7461792446,433822.0632578062,776280.2735032018,21586.194403072426,100000000.0,5.713246587785939e-06,0.4949289422140627,0.4359382637749064,0.5026966543084501,0.7068787389638911,0.94,0.45044119336810307,0.10774330450779604,5.433408878285708e-05,0.0002723771949703416,1.9687638184522833,1.9204877886969238,6.993240748200922,0.0,0.0,0.0,20.636191046089436,20.00818874348431,20.180465713192277,1683.0,1235.0,
54,14179.6920,3.37e+12,9.93e+13,1.53e+13,1.0,0.0,1821.5023187366728,2497.3232616212226,0.08924024491712244,0.5328029338123759,2.27e+05,1.47e+05,2.51e+05,220962.96911463345,432026.3513036027,785753.7921197098,21816.510128601607,100000000.0,5.42303752407904e-06,0.49337301357847413,0.43601786950278576,0.5024932156629489,0.7085920134712096,0.94,0.4527228871656924,0.10720159123898337,5.475774604874441e-05,0.0002648166492888227,1.9756320733367854,1.8895353169554272,6.994881841334015,0.0,0.0,0.0,20.680199397663344,19.973218075134483,20.111650725529778,1683.0,1235.0,
55,14418.6890,3.37e+12,9.93e+13,1.53e+13,1.0,0.0,1821.5023187366728,2497.3232616212226,0.08924024491712244,0.5328029338123759,2.27e+05,1.47e+05,2.51e+05,220962.96911463345,432026.3513036027,785753.7921197098,21816.510128601607,100000000.0,5.42303752407904e-06,0.49337301357847413,0.43601786950278576,0.5024932156629489,0.7085920134712096,0.94,0.4527228871656924,0.10720159123898337,5.475774604874441e-05,0.0002648166492888227,1.9756320733367854,1.8895353169554272,6.994881841334015,0.0,0.0,0.0,20.680199397663344,19.973218075134483,20.111650725529778,1683.0,1235.0,
56,14671.4420,3.38e+12,9.81e+13,1.54e+13,1.0,0.0,1827.8102073815212,2513.7227958952967,0.08832121659818354,0.5275926963158344,2.25e+05,1.47e+05,2.51e+05,220472.77301825874,430649.907977785,784101.7177566721,21748.772337121256,100000000.0,5.363711614411221e-06,0.49487916472818855,0.4360200921790791,0.5059867258600617,0.7083437593510473,0.94,0.45164294531498067,0.10668881100529753,5.418760532380319e-05,0.00026166833026521096,1.9643123786732457,1.865923600406029,6.993378762448376,0.0,0.0,0.0,20.692366549634997,19.976324644674726,20.103549142838922,1683.0,1235.0,
57,14931.6500,3.40e+12,9.76e+13,1.54e+13,1.0,0.0,1832.1024498989614,2502.7359978108975,0.08859987144350115,0.5301653770529399,2.23e+05,1.47e+05,2.49e+05,219869.05164370203,430876.8122221939,783813.6711106026,21632.38124121398,100000000.0,5.3067298530118865e-06,0.49501691350874844,0.43598573195423873,0.5039987006061065,0.7107223993501133,0.94,0.45394864767003495,0.10715392308783586,5.414028092392611e-05,0.00026127516473603335,1.9579793720211078,1.8803087167018189,7.030988148775331,0.0,0.0,0.0,20.690599830577504,19.94460632224405,20.104758296875318,1683.0,1235.0,
58,15198.1480,3.39e+12,9.76e+13,1.55e+13,1.0,0.0,1829.388067532032,2519.183166325734,0.0883838266398948,0.5281965363088902,2.24e+05,1.47e+05,2.51e+05,220259.71595760772,429804.6063004694,782419.0795307232,21738.258333706013,100000000.0,5.293602220835174e-06,0.4939422899356976,0.43601233858882527,0.5066736508252931,0.7088711782385047,0.94,0.45180582549321874,0.1064872664589582,5.4049719695258925e-05,0.00026018464226470117,1.9642231105672274,1.8662212901528563,7.010275683626077,0.0,0.0,0.0,20.71391539159638,19.973013106906286,20.105632335501483,1683.0,1235.0,
59,15474.6680,3.38e+12,9.78e+13,1.54e+13,1.0,0.0,1827.586743195975,2511.530260105468,0.0884722316527718,0.5298202950676545,2.24e+05,1.47e+05,2.51e+05,220519.45648011277,430608.8818527841,782647.0209225977,21726.624958321503,100000000.0,5.265859589063901e-06,0.49352777788248564,0.4360075114622502,0.5053802556282943,0.7090600535084166,0.94,0.4526083870461525,0.10724113532957658,5.44132156596198e-05,0.0002608561985255777,1.961690554846423,1.8744347863215012,7.022280332955875,0.0,0.0,0.0,20.696655254926846,19.964445329131124,20.113418428042287,1683.0,1235.0,
60,15759.2900,3.38e+12,9.78e+13,1.54e+13,1.0,0.0,1827.586743195975,2511.530260105468,0.0884722316527718,0.5298202950676545,2.24e+05,1.47e+05,2.51e+05,220519.45648011277,430608.8818527841,782647.0209225977,21726.624958321503,100000000.0,5.265859589063901e-06,0.49352777788248564,0.4360075114622502,0.5053802556282943,0.7090600535084166,0.94,0.4526083870461525,0.10724113532957658,5.44132156596198e-05,0.0002608561985255777,1.961690554846423,1.8744347863215012,7.022280332955875,0.0,0.0,0.0,20.696655254926846,19.964445329131124,20.113418428042287,1683.0,1235.0,
61,16045.1680,3.38e+12,9.78e+13,1.54e+13,1.0,0.0,1827.586743195975,2511.530260105468,0.0884722316527718,0.5298202950676545,2.24e+05,1.47e+05,2.51e+05,220519.45648011277,430608.8818527841,782647.0209225977,21726.624958321503,100000000.0,5.265859589063901e-06,0.49352777788248564,0.4360075114622502,0.5053802556282943,0.7090600535084166,0.94,0.4526083870461525,0.10724113532957658,5.44132156596198e-05,0.0002608561985255777,1.961690554846423,1.8744347863215012,7.022280332955875,0.0,0.0,0.0,20.696655254926846,19.964445329131124,20.113418428042287,1683.0,1235.0,
62,16335.5520,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
63,16622.8290,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
64,16901.4130,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
65,17193.0490,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
66,17482.9850,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
67,17774.2530,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
68,18060.7640,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
69,18352.2960,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
70,18643.5460,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
71,18930.0650,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
72,19219.9470,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
73,19506.4258,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
74,19781.6724,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1827.253503375558,2513.114471643513,0.08865089110732377,0.528925404718348,2.23e+05,1.47e+05,2.49e+05,219899.96260100766,430484.2702893875,783082.7382196612,21717.630356877213,100000000.0,5.261811127768266e-06,0.49285695742538727,0.43599138753425154,0.5047374236125084,0.7094365828761482,0.94,0.45263502322948956,0.10675103828313426,5.4219992453618734e-05,0.00026188116051903117,1.963513954489019,1.876275260375646,7.013566608312111,0.0,0.0,0.0,20.697462265216533,19.97227709676029,20.123392187118874,1683.0,1235.0,
75,20050.0433,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1833.8922047647225,2520.7478454041693,0.08839690828976765,0.5281958483587745,2.23e+05,1.47e+05,2.50e+05,220201.64177694594,429737.742137131,783635.1737852384,21709.15143224454,100000000.0,5.26082872121483e-06,0.4939580081658283,0.43600370552916495,0.5063905500597863,0.7101668273448967,0.94,0.4529769618527859,0.10663732543341298,5.4003571073673957e-05,0.00025984654950551227,1.9652845822039389,1.8656878778982102,7.004213222249885,0.0,0.0,0.0,20.710140759568404,19.963636920918695,20.10711829752711,1683.0,1235.0,
76,20301.5894,3.39e+12,9.74e+13,1.55e+13,1.0,0.0,1834.4634859508217,2520.851561315709,0.08845302291885444,0.5280726731158616,2.23e+05,1.47e+05,2.50e+05,220221.85408888588,429731.3070801915,783816.0987293064,21704.36909574102,100000000.0,5.253884109895164e-06,0.4940790081896918,0.4360053803947739,0.5064553327122749,0.7103258380840705,0.94,0.45311911203289035,0.10664213980094245,5.404306185109075e-05,0.00025967851898491445,1.965125605729967,1.865515844947922,6.997821373519889,0.0,0.0,0.0,20.706628397279964,19.964205782993986,20.103552501980715,1683.0,1235.0,
77,20543.9337,3.39e+12,9.72e+13,1.55e+13,1.0,0.0,1840.2336498202621,2523.2562408335116,0.08853405408304982,0.527449239470765,2.24e+05,1.47e+05,2.50e+05,220004.6079128702,429656.0304895247,785957.8304488854,21658.614637141938,100000000.0,5.242376720395223e-06,0.4945191309356632,0.4360204824120807,0.5064003408067903,0.7122608173546028,0.94,0.45468270140484246,0.106582465966587,5.382293713454502e-05,0.00025941418400682824,1.9683436882193988,1.859589057106365,6.976078141059279,0.0,0.0,0.0,20.706807132987365,19.95537303255255,20.095193856530564,1683.0,1235.0,
78,20761.4184,3.39e+12,9.70e+13,1.56e+13,1.0,0.0,1844.4532178836798,2523.4679662943236,0.08852817477168833,0.5269970121843155,2.24e+05,1.47e+05,2.51e+05,219771.61358644272,429445.7488514021,787040.7495623429,21620.640934450585,100000000.0,5.225524327732314e-06,0.4943396440093445,0.4360123456493831,0.5071965634423192,0.7141134640469973,0.94,0.4558626815994625,0.10663713951768833,5.3730000925535435e-05,0.0002584046040274171,1.9686674028086948,1.8550990363902244,6.972490330150691,0.0,0.0,0.0,20.708870946681472,19.940614860391037,20.095930296690533,1683.0,1235.0,
79,20960.7550,3.40e+12,9.69e+13,1.56e+13,1.0,0.0,1859.5399472969516,2536.5663452846566,0.08877684001317679,0.5247595856621989,2.24e+05,1.47e+05,2.51e+05,219280.697345543,428961.4646542743,790884.0815324329,21547.830929176384,100000000.0,5.180077502362887e-06,0.4952503935945772,0.43601749750893803,0.5064967167188936,0.7191226847661008,0.94,0.4596974023929396,0.10642389267443889,5.339196513752759e-05,0.0002574962257682736,1.976908152168939,1.844405705437882,6.916655374890931,0.0,0.0,0.0,20.703106921658613,19.930596874363996,20.077133677261116,1683.0,1235.0,
80,21167.8680,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
81,21401.8520,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
82,21649.9430,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
83,21904.7460,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
84,22154.2630,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
85,22424.5750,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
86,22711.7920,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
87,22976.1900,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
88,23221.9940,3.42e+12,9.62e+13,1.56e+13,1.0,0.0,1877.258030870387,2545.68501632016,0.08909601182225971,0.521986418734737,2.23e+05,1.47e+05,2.50e+05,218467.53012239048,428962.0325015665,797448.6362622482,21420.560286760236,100000000.0,5.158434156136407e-06,0.49625278456662114,0.4360350644137888,0.5069402049860184,0.7267897998082109,0.94,0.46579355153066443,0.10658335088320692,5.2933006349045844e-05,0.00025718207577602224,1.9880928121541785,1.8323757244348178,6.845936568225965,0.0,0.0,0.0,20.694564614491714,19.901224823052146,20.052782668296373,1683.0,1235.0,
89,23449.8180,3.41e+12,9.58e+13,1.56e+13,1.0,0.0,1880.3552606251185,2551.280416523281,0.08915683246923092,0.5221940964237941,2.23e+05,1.47e+05,2.49e+05,218509.55998432531,428852.423776132,796515.4375173964,21404.905039439753,100000000.0,5.153894945741174e-06,0.49602212562072756,0.4360170405925965,0.5070100432325658,0.7251079517720642,0.94,0.4650878632021509,0.10628517420139096,5.3024987370420314e-05,0.0002567284917164183,1.9928208498641395,1.8313837781360158,6.840333850256444,0.0,0.0,0.0,20.708400998976114,19.90172063143784,20.043749393596535,1683.0,1235.0,
90,23672.5360,3.42e+12,9.55e+13,1.56e+13,1.0,0.0,1881.7832834228477,2554.3617822948418,0.08927461420234375,0.5223531636018788,2.22e+05,1.47e+05,2.48e+05,218477.76767869038,429260.5465867582,796086.390877225,21399.233311860808,100000000.0,5.145519703762271e-06,0.49566752731694147,0.4360102411547191,0.5065944129812774,0.724232509262146,0.94,0.46543083784195244,0.10643229034903455,5.316905455693996e-05,0.00025702777184412025,1.9938781224410236,1.8336951380629452,6.840541245107842,0.0,0.0,0.0,20.706496129755692,19.90177544990884,20.0416964972485,1683.0,1235.0,
91,23870.3700,3.43e+12,9.41e+13,1.56e+13,1.0,0.0,1894.12149107051,2565.993745777465,0.08960716055637308,0.5206690774234686,2.19e+05,1.47e+05,2.43e+05,218130.12418265027,430140.20008620527,796577.0472013828,21335.395940070175,100000000.0,5.119984749597519e-06,0.49540218794647173,0.43601452987347844,0.5068808553907789,0.724611113194054,0.94,0.46854484225869975,0.10649927246584784,5.3235820932851436e-05,0.0002571825001076453,2.0079957054386712,1.8298356682500945,6.7980459799361945,0.0,0.0,0.0,20.716591375138183,19.88955835181398,20.029346728835897,1683.0,1235.0,
