s,m,,1/s,W/m2/K,C,C
Time,"Wall thickness","mpua","mlrpua","Front HTC","Front T","Back T"
 1.9790000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618909E+002, 4.8078802E+002
 1.9800000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618918E+002, 4.8078824E+002
 1.9810000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618927E+002, 4.8078845E+002
 1.9820000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618939E+002, 4.8078864E+002
 1.9830000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618948E+002, 4.8078885E+002
 1.9840000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618958E+002, 4.8078906E+002
 1.9850000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618970E+002, 4.8078925E+002
 1.9860000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618979E+002, 4.8078946E+002
 1.9870000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618988E+002, 4.8078967E+002
 1.9880000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7618997E+002, 4.8078986E+002
 1.9890000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619009E+002, 4.8079007E+002
 1.9900000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619019E+002, 4.8079025E+002
 1.9910000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619028E+002, 4.8079044E+002
 1.9920000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619037E+002, 4.8079065E+002
 1.9930000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619046E+002, 4.8079083E+002
 1.9940000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619055E+002, 4.8079102E+002
 1.9950000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619064E+002, 4.8079120E+002
 1.9960000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619077E+002, 4.8079141E+002
 1.9970000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619086E+002, 4.8079160E+002
 1.9980000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619095E+002, 4.8079178E+002
 1.9990000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619104E+002, 4.8079196E+002
 2.0000000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619113E+002, 4.8079214E+002
 2.0010000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619122E+002, 4.8079233E+002
 2.0020000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619128E+002, 4.8079251E+002
 2.0030000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619138E+002, 4.8079269E+002
 2.0040000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619147E+002, 4.8079288E+002
 2.0050000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619156E+002, 4.8079303E+002
 2.0060000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619165E+002, 4.8079321E+002
 2.0070000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619174E+002, 4.8079340E+002
 2.0080000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619183E+002, 4.8079358E+002
 2.0090000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619189E+002, 4.8079373E+002
 2.0100000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619199E+002, 4.8079391E+002
 2.0110000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619208E+002, 4.8079407E+002
 2.0120000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619217E+002, 4.8079425E+002
 2.0130000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619223E+002, 4.8079440E+002
 2.0140000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619232E+002, 4.8079459E+002
 2.0150000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619241E+002, 4.8079474E+002
 2.0160000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619250E+002, 4.8079492E+002
 2.0170000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619257E+002, 4.8079507E+002
 2.0180000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619266E+002, 4.8079523E+002
 2.0190000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619272E+002, 4.8079541E+002
 2.0200000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619281E+002, 4.8079556E+002
 2.0210000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619290E+002, 4.8079572E+002
 2.0220000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619296E+002, 4.8079587E+002
 2.0230000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619305E+002, 4.8079602E+002
 2.0240000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619312E+002, 4.8079617E+002
 2.0250000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619321E+002, 4.8079636E+002
 2.0260000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619327E+002, 4.8079651E+002
 2.0270000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619336E+002, 4.8079666E+002
 2.0280000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619342E+002, 4.8079681E+002
 2.0290000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619351E+002, 4.8079694E+002
 2.0300000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619357E+002, 4.8079709E+002
 2.0310000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619363E+002, 4.8079724E+002
 2.0320000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619373E+002, 4.8079739E+002
 2.0330000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619379E+002, 4.8079755E+002
 2.0340000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619388E+002, 4.8079770E+002
 2.0350000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619394E+002, 4.8079782E+002
 2.0360000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619400E+002, 4.8079797E+002
 2.0370000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619409E+002, 4.8079813E+002
 2.0380000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619415E+002, 4.8079825E+002
 2.0390000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619421E+002, 4.8079840E+002
 2.0400000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619427E+002, 4.8079855E+002
 2.0410000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619437E+002, 4.8079868E+002
 2.0420000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619443E+002, 4.8079883E+002
 2.0430000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619449E+002, 4.8079895E+002
 2.0440000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619455E+002, 4.8079910E+002
 2.0450000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619464E+002, 4.8079922E+002
 2.0460000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619470E+002, 4.8079935E+002
 2.0470000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619476E+002, 4.8079950E+002
 2.0480000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619482E+002, 4.8079962E+002
 2.0490000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619489E+002, 4.8079974E+002
 2.0500000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619495E+002, 4.8079990E+002
 2.0510000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619501E+002, 4.8080002E+002
 2.0520000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619510E+002, 4.8080014E+002
 2.0530000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619516E+002, 4.8080026E+002
 2.0540000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619522E+002, 4.8080042E+002
 2.0550000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619528E+002, 4.8080054E+002
 2.0560000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619534E+002, 4.8080066E+002
 2.0570000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619540E+002, 4.8080078E+002
 2.0580000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619547E+002, 4.8080090E+002
 2.0590000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619553E+002, 4.8080103E+002
 2.0600000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619559E+002, 4.8080115E+002
 2.0610000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619565E+002, 4.8080127E+002
 2.0620000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619571E+002, 4.8080139E+002
 2.0630000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619577E+002, 4.8080151E+002
 2.0640000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619583E+002, 4.8080164E+002
 2.0650000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619586E+002, 4.8080176E+002
 2.0660000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619592E+002, 4.8080185E+002
 2.0670000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619598E+002, 4.8080197E+002
 2.0680000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619604E+002, 4.8080209E+002
 2.0690000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619611E+002, 4.8080222E+002
 2.0700000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619617E+002, 4.8080231E+002
 2.0710000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619623E+002, 4.8080243E+002
 2.0720000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619629E+002, 4.8080255E+002
 2.0730000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619632E+002, 4.8080267E+002
 2.0740000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619638E+002, 4.8080276E+002
 2.0750000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619644E+002, 4.8080289E+002
 2.0760000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619650E+002, 4.8080298E+002
 2.0770000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619653E+002, 4.8080310E+002
 2.0780000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619659E+002, 4.8080319E+002
 2.0790000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619666E+002, 4.8080331E+002
 2.0800000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619672E+002, 4.8080341E+002
 2.0810000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619675E+002, 4.8080353E+002
 2.0820000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619681E+002, 4.8080362E+002
 2.0830000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619687E+002, 4.8080374E+002
 2.0840000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619693E+002, 4.8080383E+002
 2.0850000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619696E+002, 4.8080396E+002
 2.0860000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619702E+002, 4.8080405E+002
 2.0870000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619705E+002, 4.8080414E+002
 2.0880000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619711E+002, 4.8080426E+002
 2.0890000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619717E+002, 4.8080435E+002
 2.0900000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619720E+002, 4.8080444E+002
 2.0910000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619727E+002, 4.8080453E+002
 2.0920000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619733E+002, 4.8080466E+002
 2.0930000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619736E+002, 4.8080475E+002
 2.0940000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619742E+002, 4.8080484E+002
 2.0950000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619745E+002, 4.8080493E+002
 2.0960000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619751E+002, 4.8080502E+002
 2.0970000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619754E+002, 4.8080511E+002
 2.0980000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619760E+002, 4.8080521E+002
 2.0990000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619763E+002, 4.8080533E+002
 2.1000000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619769E+002, 4.8080542E+002
 2.1010000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619772E+002, 4.8080551E+002
 2.1020000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619778E+002, 4.8080560E+002
 2.1030000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619781E+002, 4.8080569E+002
 2.1040000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619788E+002, 4.8080579E+002
 2.1050000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619791E+002, 4.8080588E+002
 2.1060000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619797E+002, 4.8080594E+002
 2.1070000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619800E+002, 4.8080603E+002
 2.1080000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619806E+002, 4.8080612E+002
 2.1090000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619809E+002, 4.8080621E+002
 2.1100000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619815E+002, 4.8080630E+002
 2.1110000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619818E+002, 4.8080640E+002
 2.1120000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619821E+002, 4.8080649E+002
 2.1130000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619827E+002, 4.8080655E+002
 2.1140000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619830E+002, 4.8080664E+002
 2.1150000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619833E+002, 4.8080673E+002
 2.1160000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619839E+002, 4.8080682E+002
 2.1170000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619843E+002, 4.8080688E+002
 2.1180000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619846E+002, 4.8080698E+002
 2.1190000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619852E+002, 4.8080707E+002
 2.1200000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619855E+002, 4.8080713E+002
 2.1210000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619858E+002, 4.8080722E+002
 2.1220000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619864E+002, 4.8080731E+002
 2.1230000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619867E+002, 4.8080737E+002
 2.1240000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619870E+002, 4.8080746E+002
 2.1250000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619876E+002, 4.8080753E+002
 2.1260000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619879E+002, 4.8080762E+002
 2.1270000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619882E+002, 4.8080771E+002
 2.1280000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619885E+002, 4.8080777E+002
 2.1290000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619891E+002, 4.8080786E+002
 2.1300000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619894E+002, 4.8080792E+002
 2.1310000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619897E+002, 4.8080801E+002
 2.1320000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619901E+002, 4.8080807E+002
 2.1330000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619907E+002, 4.8080814E+002
 2.1340000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619910E+002, 4.8080823E+002
 2.1350000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619913E+002, 4.8080829E+002
 2.1360000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619916E+002, 4.8080838E+002
 2.1370000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619919E+002, 4.8080844E+002
 2.1380000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619922E+002, 4.8080850E+002
 2.1390000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619928E+002, 4.8080859E+002
 2.1400000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619931E+002, 4.8080865E+002
 2.1410000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619934E+002, 4.8080872E+002
 2.1420000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619937E+002, 4.8080881E+002
 2.1430000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619940E+002, 4.8080887E+002
 2.1440000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619943E+002, 4.8080893E+002
 2.1450000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619946E+002, 4.8080899E+002
 2.1460000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619949E+002, 4.8080908E+002
 2.1470000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619955E+002, 4.8080914E+002
 2.1480000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619958E+002, 4.8080920E+002
 2.1490000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619962E+002, 4.8080927E+002
 2.1500000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619965E+002, 4.8080933E+002
 2.1510000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619968E+002, 4.8080942E+002
 2.1520000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619971E+002, 4.8080948E+002
 2.1530000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619974E+002, 4.8080954E+002
 2.1540000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619977E+002, 4.8080960E+002
 2.1550000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619980E+002, 4.8080966E+002
 2.1560000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619983E+002, 4.8080972E+002
 2.1570000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619986E+002, 4.8080978E+002
 2.1580000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619989E+002, 4.8080984E+002
 2.1590000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619992E+002, 4.8080991E+002
 2.1600000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619995E+002, 4.8080997E+002
 2.1610000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7619998E+002, 4.8081003E+002
 2.1620000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620001E+002, 4.8081009E+002
 2.1630000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620004E+002, 4.8081015E+002
 2.1640000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620007E+002, 4.8081021E+002
 2.1650000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620010E+002, 4.8081027E+002
 2.1660000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620013E+002, 4.8081033E+002
 2.1670000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620016E+002, 4.8081039E+002
 2.1680000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620020E+002, 4.8081046E+002
 2.1690000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620023E+002, 4.8081052E+002
 2.1700000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620026E+002, 4.8081058E+002
 2.1710000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620029E+002, 4.8081064E+002
 2.1720000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620032E+002, 4.8081070E+002
 2.1730000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620035E+002, 4.8081076E+002
 2.1740000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620038E+002, 4.8081079E+002
 2.1750000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620041E+002, 4.8081085E+002
 2.1760000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620041E+002, 4.8081091E+002
 2.1770000E+003, 6.2905741E-003, 5.7700974E-001, 0.0000000E+000, 1.5000000E+001, 4.7620044E+002, 4.8081097E+002
