Loop,Time,r0-A,r1-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r0-Hp,r1-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r0-nO2,r1-nO2,p0-rho,p1-rho,
35,5657.9559,1.63e+12,5.77e+13,1.0,0.0,1104.0332212103613,980.6391445812501,0.015691010678331924,0.36087547905101974,1.72e+05,3.83e+05,166570.55531877326,368889.4320462872,34856.84753167702,100000000.0,5.789734333909952e-05,0.582096848056618,0.8749248962340542,0.9488153873422732,0.94,0.33159857833575357,0.06570651558612145,1.3761882506668406e-05,0.0003294410301152383,1.1692771119215282,2.3746652891775453,0.0,0.0,1683.0,1235.0,
36,5812.1973,2.76e+12,7.49e+13,1.0,0.0,1100.6065868872456,792.6190491158786,0.05638670770154157,0.6247993346980387,1.75e+05,4.08e+05,166205.43272884336,529803.3523474511,25558.856971112764,100000000.0,5.752073945640895e-05,0.5821781284450035,0.6912723975529078,0.9586366647177662,0.94,0.3303940724071087,0.06776163494651478,2.415102226323909e-05,0.0003244168535185475,1.2006953124842805,4.236035981946392,0.0,0.0,1683.0,1235.0,
37,5973.3622,2.77e+12,7.07e+13,1.0,0.0,1096.9070191682,763.3622490643222,0.054532248395018294,0.6575096018796152,1.75e+05,4.16e+05,166355.35038406897,521695.4485667668,24933.704431163645,100000000.0,5.6989574785881535e-05,0.5820115388485347,0.7011111370464587,0.9555408852647909,0.94,0.3287419395867389,0.056069199743950866,2.5629762674357565e-05,0.0003390285833155479,1.1954900676732694,4.535536031533715,0.0,0.0,1683.0,1235.0,
38,6129.1009,2.52e+12,6.47e+13,1.0,0.0,1082.9089414835967,798.4837837676204,0.043370710533937686,0.6165991008321217,1.74e+05,4.17e+05,167048.09292368684,470963.69091324636,26099.041400418995,100000000.0,5.6279799087830296e-05,0.5821264785911517,0.7469931642484078,0.9425172212723543,0.94,0.32249589801817125,0.05426383479469392,2.6628135830536966e-05,0.00034663088571531376,1.1873423909079632,4.6003438365574985,0.0,0.0,1683.0,1235.0,
39,6291.5565,2.46e+12,6.29e+13,1.0,0.0,1088.6852331022988,805.1654362172619,0.040264292019173864,0.6133293708451028,1.74e+05,4.22e+05,166572.53925716516,460168.392293261,26650.972937160437,100000000.0,5.584474614902894e-05,0.582170165784366,0.7457023017534804,0.9454389677656531,0.94,0.32406447739984656,0.05524767854033191,2.5413592402993063e-05,0.0003451114536516215,1.1821476072671646,4.52668117986544,0.0,0.0,1683.0,1235.0,
40,6454.1120,2.53e+12,6.50e+13,1.0,0.0,1090.2543927402348,799.6355564932385,0.043242838878919804,0.6197386758649854,1.74e+05,4.18e+05,166671.5306308617,471050.93949598575,26032.94004056634,100000000.0,5.518385652138904e-05,0.5820482621183128,0.7244475204786387,0.947450179443277,0.94,0.32440172614740753,0.06138590260839247,2.7243395032369503e-05,0.0003351102610230796,1.1850207432781912,4.628744231115073,0.0,0.0,1683.0,1235.0,
41,6618.7708,2.45e+12,6.55e+13,1.0,0.0,1102.472262437401,809.4494498471711,0.03987688138447455,0.6016690091526522,1.74e+05,4.15e+05,166746.26843969963,466531.50790977996,26092.632195169776,100000000.0,5.4780792626097055e-05,0.5821428291558266,0.7263168100571564,0.9548679603010007,0.94,0.327690293023455,0.06768321226788654,2.722647690981977e-05,0.00032564575450148126,1.1788384733493462,4.659618266081379,0.0,0.0,1683.0,1235.0,
42,6785.9387,2.37e+12,7.32e+13,1.0,0.0,1098.364322889462,839.825350868698,0.038577704983849,0.55084750386201,1.74e+05,3.88e+05,166981.85076825792,467059.22748913174,25771.08880940894,100000000.0,5.399314204347886e-05,0.5820820051412462,0.6932311776608253,0.9514276570487108,0.94,0.32520634829885287,0.09231628776509107,2.9336640062238875e-05,0.00028909990058710285,1.1879395256143703,4.433041066388768,0.0,0.0,1683.0,1235.0,
43,6954.6231,2.42e+12,9.02e+13,1.0,0.0,1091.48512936615,872.2403523125156,0.045721037578975096,0.4960761565682905,1.74e+05,3.37e+05,167123.62156534163,505161.1179894061,24303.6286820197,100000000.0,5.342272259841286e-05,0.582060259869386,0.612704345404103,0.948447102798031,0.94,0.32215468454565344,0.130863403943818,3.297186097304332e-05,0.0002312796149459334,1.1929025174327563,4.0117409044266275,0.0,0.0,1683.0,1235.0,
44,7125.8878,2.42e+12,1.02e+14,1.0,0.0,1092.4570183670817,900.2991727580163,0.04870529308886,0.45173791703635857,1.74e+05,3.02e+05,167346.27925224742,529045.6845399445,23185.718802374187,100000000.0,5.289931572645797e-05,0.5821053722648337,0.5610538435373471,0.9502847865082795,0.94,0.3213160610333983,0.15953976085715152,3.599070549037311e-05,0.0001883476656976597,1.1968662047297647,3.7729105569747166,0.0,0.0,1683.0,1235.0,
